"borough","closuretype","editdate","gispropnum","name","omppropid","parkdistrict","propertyname","red_sign_installed","status","subpropertyname","system","yellow_sign_removed","polygon","approx_date_closed","approx_date_reopened"
"R","Completely Locked","2020-07-06T14:27:54.000","R097","Ida Court Dog Run","R097","R-03","Ida Court","true","Reopened",,"R097-DOGAREA0013",,"POLYGON ((-74.18741640802779 40.538345442771856, -74.18718731884344 40.538172835624266, -74.18732000572179 40.53804681528736, -74.18755096720577 40.53821870409313, -74.18741640802779 40.538345442771856))","2020-04-06T00:00:00.000","2020-07-06T00:00:00.000"
"B","Completely Locked","2020-07-06T12:50:14.000","B025","Cooper Park Small Dog Run","B025","B-01","Cooper Park",,"Reopened",,"B025-DOGAREA0005",,"POLYGON ((-73.93633586930189 40.71542350573417, -73.93616492948712 40.71546792691328, -73.93609844210265 40.71531979927246, -73.93629195352761 40.715325665286485, -73.93633586930189 40.71542350573417))","2020-04-09T14:02:04.000","2020-07-06T00:00:00.000"
"B","Completely Locked","2020-07-06T12:50:14.000","B025","Cooper Park Large Dog Run","B025","B-01","Cooper Park",,"Reopened",,"B025-DOGAREA0004",,"POLYGON ((-73.93616492948712 40.71546792691328, -73.93599109745003 40.71551309995768, -73.93590165727656 40.71531383385549, -73.93609844210265 40.71531979927246, -73.93616492948712 40.71546792691328))","2020-04-09T14:02:04.000","2020-07-06T00:00:00.000"
"M","Completely Locked","2020-07-06T15:18:56.000","M071","Riverside Park South Dog Run","M071-ZN02","M-14","Riverside Park",,"Reopened","Running Track And 78th St. Ballfields","M071-DOGAREA0020",,"POLYGON ((-73.98772926764407 40.7811354492519, -73.98771907898568 40.78114509704358, -73.98759869778091 40.78125182423357, -73.98746452829658 40.781337582513366, -73.98731406276916 40.78140809064639, -73.9871899282949 40.781467165139674, -73.9870516126142 40.78155947632684, -73.98700310242442 40.78153766881778, -73.98741758244074 40.780968038465765, -73.98743783444495 40.78097891693648, -73.98772926764407 40.7811354492519))","2020-04-09T13:40:49.000","2020-07-06T00:00:00.000"
"X","Completely Locked","2020-07-06T12:46:18.000","X092","Dog Bone Run","X092-ZN14","X-13","Van Cortlandt Park","true","Reopened","Gun Hill Meadow","X092-DOGAREA0020",,"POLYGON ((-73.88278270889646 40.88378811994902, -73.88278358272188 40.8837938533369, -73.88278314305248 40.883799616007394, -73.88278140087286 40.88380523417766, -73.88277841105463 40.883810541313224, -73.88277426167875 40.883815378117255, -73.8827690763938 40.88381960063727, -73.88276301085341 40.88382308206261, -73.88275624558635 40.88382571902053, -73.8827489836235 40.88382743157372, -73.88274144099312 40.883828170414866, -73.8827338431711 40.8838279114598, -73.88272641794741 40.88382666394484, -73.88271938713206 40.88382446411491, -73.8827129594294 40.88382137881817, -73.88270732926303 40.883817499201555, -73.88270266253635 40.88381294159652, -73.88269910020126 40.88380784212, -73.88269674758654 40.88380235306152, -73.88269567677666 40.88379663928346, -73.88269591713498 40.883790870107276, -73.8826974636084 40.88378521932187, -73.88270026962816 40.88377985437042, -73.88270425066911 40.8837749363541, -73.88270576199982 40.88377239131264, -73.88270674441169 40.88376970165575, -73.88270717525351 40.883766928593495, -73.88270704254292 40.88376413874975, -73.88270635209803 40.88376139696557, -73.88270511804396 40.88375876718979, -73.88270336993328 40.883756311586055, -73.8827011491946 40.88375408602667, -73.8826950394719 40.88375033199016, -73.88268986600532 40.88374583960509, -73.88268578043139 40.883740741397254, -73.88268290587756 40.88373518877377, -73.88268132392353 40.88372934480585, -73.88268108409945 40.88372338063636, -73.88268219083777 40.883717473665776, -73.88268461298289 40.88371179765643, -73.88268827904983 40.88370652002612, -73.88269308079497 40.88370179554852, -73.88269887559208 40.883697764554526, -73.8827054947506 40.88369454573686, -73.88271274233375 40.883692233447356, -73.88272040346737 40.883690895904586, -73.88272825264967 40.88369057250084, -73.88273605968395 40.88369127380799, -73.88274359324409 40.88369297797939, -73.88275063273154 40.88369563526413, -73.88275696827517 40.88369916800728, -73.88276241378284 40.883703470662965, -73.88276681048781 40.883708417001806, -73.88277002694734 40.883713861011536, -73.88277196852506 40.88371964230945, -73.88291471261684 40.88370069597717, -73.88291399189339 40.88369493122843, -73.88291456564573 40.88368915608652, -73.88291641815418 40.883683538026084, -73.88291949692774 40.88367823908146, -73.88292371152372 40.883673412243645, -73.88292894067783 40.883669195163996, -73.88293503586397 40.88366571015799, -73.8829418177454 40.883663057898104, -73.88294909516351 40.883661314731874, -73.88295665446428 40.883660529969234, -73.88296428085143 40.883660727705475, -73.8829717524639 40.883661901412275, -73.88297885579502 40.88366401665466, -73.8829853845013 40.88366701379135, -73.88299115127057 40.883670806185755, -73.88299599018843 40.883675283810476, -73.88299976147614 40.883680317754155, -73.88300235623059 40.88368576382866, -73.88300370116676 40.88369146437455, -73.8830037550458 40.883697255461364, -73.88300251816214 40.883702969598886, -73.88300002521194 40.88370844293353, -73.8829963488478 40.88371351795369, -73.88299159374027 40.88371804708544, -73.8829907925116 40.883720942239506, -73.88299064967619 40.88372389839367, -73.88299116894407 40.883726830005415, -73.88299233504 40.883729652413514, -73.88299411607318 40.88373228364121, -73.88299645878492 40.883734647993606, -73.88299929566764 40.883736676064785, -73.88300254495519 40.883738310140615, -73.88300796809445 40.88374185004941, -73.88301250377097 40.88374604731451, -73.88301601694712 40.88375077573087, -73.88301840346091 40.88375589381661, -73.88301958883588 40.883761246612494, -73.88301953894246 40.88376667559825, -73.88301825525697 40.88377201598632, -73.88301577721363 40.88377710843032, -73.88301217745862 40.8837817990206, -73.88300756420789 40.88378594829123, -73.88300207768853 40.883789430316064, -73.88299588063161 40.88379214170392, -73.88298916064628 40.88379400070057, -73.88298211834736 40.883794951679114, -73.8829749661685 40.883794965138826, -73.88296791767615 40.883794042196705, -73.88296118401917 40.88379220918104, -73.88295496917524 40.88378952212886, -73.88294945928355 40.883786060471984, -73.88294481908011 40.883781929734496, -73.88294118716826 40.88377725252328, -73.88293867482874 40.883772170327866, -73.88293735535707 40.88376683450438, -73.88278270889646 40.88378811994902))","2020-04-22T10:52:05.000","2020-07-06T00:00:00.000"
"B","Completely Locked","2020-07-07T12:20:14.000","B111A","Washington Park Dog Run","B111A","B-06","Washington Park",,"Reopened",,"B111A-DOGAREA0027",,"POLYGON ((-73.9858087835966 40.672865284752234, -73.98573110653143 40.67282534090055, -73.98583064212099 40.67271313190577, -73.98599022133958 40.67279106311834, -73.98574124280428 40.673089782024825, -73.98565501597503 40.6730476299004, -73.98580813411107 40.67286605461258, -73.9858087835966 40.672865284752234))","2020-04-10T10:04:53.000","2020-07-07T00:00:00.000"
"Q","Completely Locked","2020-07-06T09:42:17.000","Q471","Hunters Point South Park Dog Run","Q471-ZN01","Q-02","Hunter's Point South Park",,"Reopened","Hunter's Point South Park Zone 1","Q471-DOGAREA0017",,"POLYGON ((-73.9601116258101 40.74339991097005, -73.9599444635792 40.74333056164927, -73.95997585147636 40.74323132589228, -73.96050637694167 40.74333571659689, -73.9604668095285 40.743363258533655, -73.96042222723045 40.743385940498776, -73.96037365332712 40.74340324234552, -73.96032220101145 40.743414768229385, -73.96026905088969 40.74342025290427, -73.96021542137451 40.74341957071775, -73.96016254263441 40.74341273830382, -73.9601116258101 40.74339991097005))","2020-04-09T13:53:32.000","2020-07-06T08:45:00.000"
"M","Completely Locked","2020-07-06T13:06:43.000","M042","Homer's Dog Run","M042-ZN01","M-12","Inwood Hill Park","true","Reopened","Inwood Hill Park Zone 1","M042-DOGAREA0011",,"POLYGON ((-73.92179248756099 40.87085776914002, -73.9217965339098 40.8708597655643, -73.92180512538765 40.87086328959577, -73.9218140638855 40.87086627627001, -73.92182329367238 40.87086870573829, -73.92183275189656 40.870870560848864, -73.92184237688419 40.870871831654405, -73.9218521081475 40.87087250820858, -73.92186187926006 40.870872586864394, -73.92187162735115 40.87087206667879, -73.92188128954353 40.87087095211169, -73.92189080177276 40.87086924852267, -73.92190010233838 40.87086696847684, -73.92190912953808 40.870864126340265, -73.92191782640789 40.870860741885316, -73.92192495201401 40.870870041551036, -73.92193142603192 40.87087962623043, -73.92193722951521 40.87088946709512, -73.92194234707496 40.87089953621964, -73.92194676213721 40.87090980477722, -73.92195046287397 40.870920243043884, -73.92195343864347 40.870930821296305, -73.92195568117853 40.87094150801184, -73.92195718220992 40.870952273468866, -73.92195794058912 40.87096308524901, -73.9219579516055 40.870973913632994, -73.92195756463181 40.871014558729144, -73.9219569479562 40.87103259870238, -73.92162004771855 40.87151755274484, -73.9215651951874 40.871539203743, -73.92155048333771 40.871545010898835, -73.92154987079488 40.871535318523605, -73.92154881578836 40.87150550442962, -73.92154858881024 40.871475680092544, -73.92154918984352 40.87144585901967, -73.9215506188711 40.8714160547183, -73.92155287468975 40.87138628069497, -73.9215559560972 40.8713565495556, -73.92155986307529 40.87132687570797, -73.92156459204833 40.871297272656875, -73.92156904510033 40.871271283078855, -73.92157427150556 40.871245367866194, -73.92158027124503 40.87121954232704, -73.92158703955589 40.87119382086593, -73.92159457286246 40.871168216987634, -73.92160286758929 40.87114274419686, -73.92161191897237 40.87111741779856, -73.92162172225105 40.871092250396096, -73.92163227147728 40.87106725549264, -73.92164356070107 40.87104244839227, -73.92165558516169 40.87101784169828, -73.92166833653874 40.870993448912216, -73.92168180888541 40.87096928263661, -73.92168765586526 40.870956267339224, -73.92169424045896 40.87094345335097, -73.92170154958849 40.87093086497612, -73.92170957017724 40.870918525618364, -73.92171828677704 40.870906457779284, -73.92172768393756 40.870894685761414, -73.92173774265315 40.870883231163525, -73.92174597823399 40.87087467580245, -73.92174844391795 40.87087211558409, -73.92175565265511 40.87086619525654, -73.92176345044447 40.870860713865845, -73.92177178861044 40.87085570469708, -73.92178061729422 40.870851198332815, -73.92178834636695 40.87085572582592, -73.92179248756099 40.87085776914002))","2020-04-06T00:00:00.000","2020-07-06T00:00:00.000"
"X","Completely Locked","2020-07-06T12:46:44.000","X092","Woodlawn Dog Run","X092-ZN21","X-13","Van Cortlandt Park","true","Reopened","NE Forest","X092-DOGAREA0019",,"POLYGON ((-73.87315817379164 40.899466020670474, -73.87321181026434 40.899445873616266, -73.87321700082562 40.89944295364236, -73.8732227644397 40.89944073757596, -73.87322893721446 40.899439287370456, -73.87323534224481 40.899438643353264, -73.87324179910296 40.89943882603748, -73.87324812504103 40.8994398280185, -73.87325413734871 40.89944162208126, -73.87325966878844 40.89944415761504, -73.87326455928597 40.89944736150497, -73.87328148190736 40.899464534311676, -73.87328745628245 40.899471909534256, -73.8732917275876 40.89947993753953, -73.87329417282768 40.89948839307159, -73.87329472599289 40.89949704013122, -73.87329337093124 40.899505635569824, -73.8732901460752 40.899513939900665, -73.8732851408779 40.89952171909581, -73.87327798938753 40.89953230904846, -73.87327320408521 40.89954364179634, -73.87327091490829 40.899555414019126, -73.873271181794 40.899567312414085, -73.87327399823076 40.899579018202544, -73.87327928767232 40.899590220633186, -73.8732858430668 40.89959973064169, -73.87329039513945 40.89960989130232, -73.87329283635174 40.899620462067894, -73.87329310902835 40.89963119254064, -73.87329120653514 40.89964182697557, -73.87328717326218 40.899652113285704, -73.87328110580215 40.89966180754561, -73.87322824482074 40.89971893027696, -73.87322319346158 40.89972165589944, -73.87321762356056 40.89972371819566, -73.87321168475573 40.8997250624003, -73.87320553495806 40.89972565176693, -73.87319934153189 40.899725471171045, -73.87319327061834 40.89972452439711, -73.87318748475373 40.899722838638176, -73.87318214050957 40.89972045728956, -73.87317738017477 40.8997174453425, -73.8731472853047 40.89969168093362, -73.87311150512417 40.899683064498, -73.87310048753234 40.89967787910441, -73.87309080646624 40.89967133634795, -73.87308274756627 40.899663631047495, -73.87307655012636 40.89965499038866, -73.87307239879212 40.89964567121281, -73.87307041646048 40.89963594920349, -73.8730706607303 40.899626113479684, -73.87307312629636 40.89961645579259, -73.87307773784448 40.89960726241326, -73.87308854585397 40.8995997606523, -73.87309765432842 40.899591055775794, -73.87310483261366 40.89958136814932, -73.87310990104578 40.89957093980613, -73.87311273095104 40.89956003444698, -73.87311325178501 40.899548927542774, -73.87311145115007 40.89953789732968, -73.87306752444651 40.899470570239366, -73.87314271387982 40.89944232634294, -73.87315817379164 40.899466020670474))","2020-04-07T00:00:00.000","2020-07-06T00:00:00.000"
"Q","Completely Locked","2020-07-06T15:40:48.000","Q340","Lou Lodati Dog Park","Q340","Q-02","Torsney Playground",,"Reopened",,"Q340-DOGAREA0012",,"POLYGON ((-73.92179626494023 40.74721270454557, -73.92177999986303 40.7472991790629, -73.92174770926378 40.747295293055295, -73.92171201088782 40.74746980409767, -73.92169394305805 40.74746800430982, -73.92167654814254 40.747463878067585, -73.92166033869876 40.74745754638764, -73.92164579523562 40.74744919690285, -73.92163334727698 40.74743907664485, -73.92162336271332 40.74742748483297, -73.921616134789 40.747414762959245, -73.92161187974257 40.74740128758333, -73.9216107226131 40.747387457714986, -73.92162870453585 40.74728310302957, -73.92159186584351 40.74727934175544, -73.92160560397606 40.74721233359844, -73.92161506068905 40.74716230608182, -73.92175506510024 40.74717693815571, -73.92176324977717 40.74717853941338, -73.92177095724436 40.74718117953104, -73.92177795907274 40.74718477910912, -73.92178405172777 40.74718923355071, -73.92178905656947 40.747194413061784, -73.92179282695363 40.747200165357114, -73.92179525414363 40.74720632286886, -73.92179626494023 40.74721270454557))","2020-04-09T13:53:12.000","2020-07-06T15:40:45.000"
"X","Completely Locked","2020-07-06T12:45:56.000","X092","Canine Court Dog Run","X092-ZN06","X-13","Van Cortlandt Park","true","Reopened","Parade Ground North","X092-DOGAREA0018",,"POLYGON ((-73.89512588481401 40.89907153690746, -73.89529984173346 40.89867208416651, -73.89547777786862 40.89871652402191, -73.89525870354305 40.89922067863336, -73.89519139559947 40.89921204043402, -73.89490569460273 40.89931977578373, -73.89484184137335 40.89919106094674, -73.89512588481401 40.89907153690746))","2020-04-22T10:05:11.000","2020-07-06T00:00:00.000"
"M","Completely Locked","2020-07-07T12:37:10.000","M366","Tribeca Dog Run","M366","M-01","Tribeca Dog Run","true","Reopened",,"M366-DOGAREA0044",,"POLYGON ((-74.01227046002407 40.71618119678127, -74.01224968327236 40.71621155609276, -74.01217155257838 40.71632572475648, -74.01195033304006 40.71625499664864, -74.01196296890737 40.71620650196247, -74.01193498868713 40.71620097303247, -74.01196564518311 40.71608331909396, -74.01197588015472 40.716044040476234, -74.01201635576324 40.716062918156595, -74.0120769680211 40.71609118783447, -74.01213758033033 40.716119457480374, -74.01219820452607 40.71614772709296, -74.01225881693813 40.71617599667476, -74.01227046002407 40.71618119678127))","2020-04-06T00:00:00.000","2020-07-06T00:00:00.000"
"M","Completely Locked","2020-07-06T13:05:37.000","M028","The Rocky Run","M028-ZN01B","M-12","Fort Washington Park","true","Reopened","Fort Washington Park Zone 1B","M028-DOGAREA0006",,"POLYGON ((-73.94554819444434 40.84069788546418, -73.94528313958895 40.841296543019176, -73.94491945907129 40.84111096557284, -73.94538379413493 40.840621716051885, -73.94554819444434 40.84069788546418))","2020-04-06T00:00:00.000","2020-07-06T00:00:00.000"
"M","Completely Locked","2020-06-22T16:11:41.000","M022","DeWitt Clinton Park Large Dog Run","M022","M-04","De Witt Clinton Park","true","Reopened",,"M022-DOGAREA0005",,"POLYGON ((-73.99439430763937 40.767508085470446, -73.9943055004336 40.76762904487112, -73.99429638656898 40.76762630959073, -73.99427581488536 40.767620758766526, -73.9942550015364 40.767615759034825, -73.9942339702095 40.7676113157997, -73.99421274814526 40.767607434465425, -73.99419136258435 40.7676041204363, -73.99416983721427 40.76760137731546, -73.99414819927583 40.76759920870622, -73.99412647719431 40.767597616410946, -73.99410469465724 40.76759660313234, -73.99408288009009 40.767596169772325, -73.99406106073371 40.767596317232794, -73.99403926146036 40.76759704551497, -73.9940175106956 40.76759835371995, -73.99399583449622 40.767600239147534, -73.99397426010347 40.76760269999821, -73.99395281238978 40.767605734472326, -73.9939425464447 40.767560190060166, -73.99391342514421 40.76743100407039, -73.99389037515344 40.767328747955695, -73.99395211683684 40.767322091988405, -73.9939834623174 40.76733526169499, -73.99421842708918 40.76743398333686, -73.99427662002655 40.767458433116076, -73.99434574240482 40.7674874750709, -73.99439430763937 40.767508085470446))","2020-04-06T00:00:00.000","2020-06-21T00:00:00.000"
"M","Completely Locked","2020-06-22T16:11:41.000","M022","DeWitt Clinton Park Small Dog Run","M022","M-04","De Witt Clinton Park","true","Reopened",,"M022-DOGAREA0004",,"POLYGON ((-73.99448221572271 40.76769957911413, -73.9943055004336 40.76762904487112, -73.99439430763937 40.767508085470446, -73.99456285961472 40.76757962595664, -73.99448221572271 40.76769957911413))","2020-04-06T00:00:00.000","2020-06-21T00:00:00.000"
"B","Completely Locked","2020-06-04T16:48:26.000","B431","Brooklyn Bridge Park Dog Run","B431","B-02","Brooklyn Bridge Park",,"COVID-19 Closure",,"B431-DOGAREA0042",,"POLYGON ((-73.98889097690027 40.70441291794272, -73.98879092412409 40.7043381207558, -73.98923664974666 40.70421995944463, -73.98936058920606 40.70447014479311, -73.98889097690027 40.70441291794272))","2020-04-10T10:07:15.000",
"X","Completely Locked","2020-07-06T12:47:55.000","X104","Williamsbridge Oval Dog Run","X104","X-07","Williamsbridge Oval","true","Reopened",,"X104-DOGAREA0021",,"POLYGON ((-73.87614217858459 40.87790618127392, -73.87613057014364 40.87795185597914, -73.87612469313444 40.87799815727115, -73.87612460053647 40.87804467368464, -73.87613029432329 40.87809098919624, -73.87591488991927 40.878111532959146, -73.87590850692808 40.878049359100764, -73.87590879653163 40.87798699701022, -73.87591575794139 40.87792485911016, -73.87592934410546 40.877863355070886, -73.87614217858459 40.87790618127392))","2020-04-17T09:57:03.000","2020-07-06T00:00:00.000"
"B","Completely Locked","2020-07-06T16:30:30.000","B251","Manhattan Beach Dog Run (Oriental Boulevard)","B251-ZN03","B-15","Manhattan Beach Park",,"Reopened","Manhattan Beach Zone 3","B251-DOGAREA0039",,"POLYGON ((-73.94245483141646 40.57789051234691, -73.94225918266349 40.57791111903722, -73.94174927560897 40.57796245717153, -73.94137619011147 40.57793109304703, -73.94134848165899 40.57792809726844, -73.94132088353433 40.577924546816554, -73.94129341699326 40.57792044620484, -73.94126610093241 40.57791579634368, -73.94123895306353 40.577910602645304, -73.94121199228333 40.57790486602009, -73.9411852386647 40.57789859278206, -73.94116034531085 40.57789220612399, -73.94127492194198 40.57765552679808, -73.94143721948234 40.57768913976872, -73.94160151979158 40.57771652099879, -73.94176741070076 40.57773760002999, -73.94193447647837 40.57775232621594, -73.94210229901823 40.5777606615189, -73.94227045901725 40.577762585012785, -73.94243853479492 40.57775809288281, -73.94245483141646 40.57789051234691))","2020-04-10T09:50:56.000","2020-07-06T00:00:00.000"
"B","Completely Locked","2020-07-07T12:20:14.000","B223A","Dimattina Park Dog Run - South","B223A","B-06","Dimattina Playground",,"Reopened",,"B223A-DOGAREA0032",,"POLYGON ((-74.00305120100299 40.6799287926625, -74.00276389499011 40.679848029188015, -74.00276799442914 40.679839569657595, -74.00277014331583 40.679830703141484, -74.00277028133578 40.6798216871884, -74.00276840376928 40.67981278384809, -74.00276456503944 40.67980425426833, -74.00275887634587 40.67979634608772, -74.00275150448157 40.679789288933186, -74.00274266473541 40.6797832881165, -74.00273261261187 40.67977852013206, -74.00272164146509 40.6797751227514, -74.0027488672269 40.67971579441646, -74.0027576565574 40.67970420638718, -74.00276878444318 40.67969384750312, -74.00278195872947 40.6796849888254, -74.00279683521501 40.679677862694504, -74.00281302711426 40.67967265372461, -74.00283010860592 40.67966949880387, -74.00284763494103 40.6796684807902, -74.00286514717428 40.679669625809794, -74.00288218872358 40.67967290415699, -74.0031084649719 40.67973651420399, -74.00311022126895 40.67978196491772, -74.00310349054344 40.67982714660664, -74.00308840994738 40.67987114344244, -74.00306528341946 40.6799130675066, -74.00305120100299 40.6799287926625))","2020-04-10T10:05:14.000","2020-07-07T00:00:00.000"
"B","Completely Locked","2020-07-06T12:51:29.000","B016","Maria Hernandez Park Dog Run","B016","B-04","Maria Hernandez Park",,"Reopened",,"B016-DOGAREA0001",,"POLYGON ((-73.92320122229063 40.70381096033486, -73.92314185986001 40.703867909613315, -73.92280302758027 40.70366825818132, -73.92281871807242 40.70364971635498, -73.9228312897799 40.703629845981425, -73.92284055302964 40.70360894950648, -73.92284811999022 40.70359371971643, -73.92285861909454 40.7035795319824, -73.92287181094049 40.70356671302896, -73.92288739345261 40.703555555319284, -73.92290500898578 40.70354631345777, -73.92292425379577 40.70353920059448, -73.92294468988325 40.70353437852754, -73.9229537019095 40.70355061628947, -73.92298292430105 40.703601739002785, -73.9229930119093 40.70361801080008, -73.92300379559424 40.703634021013094, -73.92301526709308 40.70364975252635, -73.92302741104217 40.70366518912021, -73.92304021681318 40.70368031277705, -73.92305366785796 40.70369510817695, -73.9230677523638 40.70370955820197, -73.9230824537815 40.70372364843275, -73.92309775674721 40.703737362649484, -73.92311364352848 40.70375068643189, -73.923130097576 40.7037636053606, -73.92314710115609 40.70377610591567, -73.92316463653617 40.70378817367699, -73.92318268361475 40.70379979602363, -73.92320122229063 40.70381096033486))","2020-04-09T14:17:33.000","2020-07-06T00:00:00.000"
"B","Completely Locked","2020-07-06T12:51:06.000","B055","Sternberg Park Dog Run","B055","B-01","Sternberg Park",,"Reopened",,"B055-DOGAREA0014",,"POLYGON ((-73.94698310879613 40.70619045019162, -73.94654553091561 40.70623492219573, -73.94653696927652 40.70617475684518, -73.94660197991767 40.70611879591573, -73.94661310568674 40.70611123137637, -73.94662575079433 40.70610520561416, -73.94663955300288 40.70610089406039, -73.94665411343478 40.706098418999446, -73.94666901432058 40.7060978513778, -73.94668382728355 40.70609920900722, -73.9466981251764 40.70610245206735, -73.94671149746132 40.7061074867152, -73.94676514589635 40.70611636446785, -73.94681989350703 40.70611949473817, -73.94687468243409 40.7061168176026, -73.94689850442582 40.706122176732656, -73.94692097646771 40.70613023046629, -73.94694157804568 40.70614079395952, -73.94695982656206 40.70615361844984, -73.94697529980554 40.70616840747545, -73.94698310879613 40.70619045019162))","2020-04-09T14:02:49.000","2020-07-06T00:00:00.000"
"R","Completely Locked","2020-07-06T14:56:31.000","R031","Wolfe's Pond Park Dog Run","R031-ZN03","R-03","Wolfe's Pond Park","true","UnderConstruction","Wolfe's Pond Park Zone 3","R031-DOGAREA0006",,"POLYGON ((-74.18503158566556 40.520017695822936, -74.18494990287836 40.51983483967429, -74.18518804478987 40.51969340202363, -74.1852932763838 40.519811412417475, -74.18528615305085 40.519944852815385, -74.18503158566556 40.520017695822936))","2020-04-06T00:00:00.000",
"R","Completely Locked","2020-07-06T14:43:20.000","R022","Silver Lake Park Dog Run","R022-ZN01","R-01","Silver Lake Park","true","Reopened","Silver Lake Park Zone 1","R022-DOGAREA0004",,"POLYGON ((-74.09276513551872 40.62670292441474, -74.0924584841829 40.62656616987142, -74.09274256154933 40.62621092892653, -74.09304767640141 40.62636793576237, -74.09276513551872 40.62670292441474))","2020-04-06T00:00:00.000","2020-07-06T00:00:00.000"
"R","Completely Locked","2020-07-06T14:26:49.000","R006","Conference House Park Dog Run","R006-ZN02","R-03","Conference House Park","true","Reopened","Conference House Park Zone 2","R006-DOGAREA0003",,"POLYGON ((-74.25017430828869 40.50034706929857, -74.2497594073346 40.500438745956316, -74.24968056097313 40.50020637641171, -74.25005742330823 40.50012523542345, -74.25017430828869 40.50034706929857))","2020-04-06T00:00:00.000","2020-07-06T00:00:00.000"
"R","Completely Locked","2020-07-06T14:57:24.000","R106","Bloomingdale Park Dog Run","R106-ZN02","R-03","Bloomingdale Park","true","Reopened","Bloomingdale Park Zone 2","R106-DOGAREA0014",,"POLYGON ((-74.21147028589864 40.5335768103113, -74.21137879974637 40.53358328790101, -74.21131790490031 40.533092473279716, -74.2114098373657 40.533084768393145, -74.21141024441495 40.53308808159466, -74.21147028589864 40.5335768103113))","2020-04-06T00:00:00.000","2020-07-06T00:00:00.000"
"Q","Completely Locked","2020-07-06T15:40:48.000","Q031A","Windmuller Park Dog Run","Q031A","Q-02","Doughboy Plaza",,"Reopened",,"Q031A-DOGAREA0008",,"POLYGON ((-73.90852127096528 40.74583303816191, -73.90846079596746 40.74606958211398, -73.90843224365231 40.74607596112204, -73.90840525229213 40.746085493138786, -73.90838042011497 40.746097965220955, -73.90835829570594 40.74611310225132, -73.90829525550892 40.74616451604842, -73.90827647665112 40.74615163465175, -73.90827743448853 40.74613876987165, -73.90844334229223 40.745776509049264, -73.9084940727178 40.745791559015515, -73.90852127096528 40.74583303816191))","2020-04-09T13:53:12.000","2020-07-06T15:40:45.000"
"Q","Completely Locked","2020-07-06T16:24:47.000","Q013","Veteran's Grove Dog Run","Q013","Q-04","Veterans Grove",,"Reopened",,"Q013-DOGAREA0005",,"POLYGON ((-73.87774000657929 40.74248489818531, -73.87741070386254 40.74258577062395, -73.87739130437575 40.74254913622664, -73.87772060812476 40.74244826384424, -73.87774000657929 40.74248489818531))","2020-04-09T13:55:02.000","2020-07-06T14:30:00.000"
"Q","Completely Locked","2020-07-06T16:26:52.000","Q451","Underbridge Playground Dog Run","Q451","Q-06","Underbridge Dog Run","true","UnderConstruction",,"Q451-DOGAREA0016",,"POLYGON ((-73.84490546275457 40.73366592813404, -73.84526145322401 40.73355926082314, -73.8452655548394 40.73356703773117, -73.84552848217308 40.734065558842126, -73.84518745326872 40.73416802640136, -73.84491002403549 40.73367405056887, -73.84490546275457 40.73366592813404))","2020-04-09T00:00:00.000",
"Q","Completely Locked","2020-07-06T09:42:38.000","Q341C","Sherry Park Dog Run","Q341C","Q-02","Sherry Dog Run",,"Reopened",,"Q341C-DOGAREA0013",,"POLYGON ((-73.89898429225877 40.74144151575802, -73.89897891728852 40.741453110482674, -73.89895369664926 40.74157883254472, -73.89860093084935 40.74153695056305, -73.89856002779842 40.741504136064734, -73.89853760977444 40.7414861511892, -73.89898429225877 40.74144151575802))","2020-04-09T13:53:12.000","2020-07-06T08:45:00.000"
"Q","Completely Locked","2020-07-06T09:17:07.000","Q219","Rockaway Freeway Dog Park","Q219-99","Q-14","Rockaway Freeway",,"Reopened","Beach 84","Q219-DOGAREA0011",,"POLYGON ((-73.80842731417049 40.59152764843026, -73.80763325712114 40.5910517711911, -73.80779556364634 40.5910473429518, -73.80795742595679 40.59103717379315, -73.80812708043307 40.59102027518593, -73.80829544760518 40.59099706960369, -73.80846212326571 40.59096761311146, -73.80862670907419 40.59093197619466, -73.80878881137701 40.590890243757165, -73.80897144321199 40.590822435394436, -73.80915708937817 40.59075956392459, -73.80934551933528 40.5907017072962, -73.80953650256176 40.590648938056034, -73.80962646405813 40.59063326850984, -73.80955192993927 40.59075503108769, -73.8094832042205 40.59087876278949, -73.80943185566541 40.59098032172156, -73.80938441978772 40.5910829812587, -73.80932316760936 40.59123230827879, -73.80927019435678 40.59138346356477, -73.80923898159848 40.59148704688846, -73.80921165694032 40.59159126702604, -73.80918428247257 40.59171578220842, -73.8091822468088 40.591726215914264, -73.80918065070915 40.59173454041965, -73.80859378374309 40.59136446971917, -73.80842731417049 40.59152764843026))","2020-04-09T14:12:07.000","2020-07-06T06:00:00.000"
"Q","Completely Locked","2020-07-06T13:15:30.000","Q141","Murray Playground Dog Run","Q141","Q-02","Murray Playground",,"Reopened",,"Q141-DOGAREA0010",,"POLYGON ((-73.94847983136059 40.74689166833939, -73.948402702319 40.74697121247495, -73.94836736021995 40.7469551009837, -73.9483288884542 40.74694387602703, -73.94828844593933 40.74693787401097, -73.94824724854463 40.74693727738217, -73.9482065347648 40.74694210200538, -73.948167529011 40.746952203450455, -73.94813140490538 40.74696727877711, -73.94798111603795 40.74685761125103, -73.94805259371742 40.74679664049649, -73.94846747065537 40.74687689000018, -73.94847983136059 40.74689166833939))","2020-04-09T13:53:32.000","2020-07-06T10:15:00.000"
