"approx_date_closed","approx_date_reopened","bin","borough","closuretype","doittid","editdate","gispropnum","omppropid","parkdistrict","status","system","polygon"
,,"4542932","Q",,"1268580","2020-08-12T21:58:03.000","Q471","Q471","Q-02","Active","Q471-BLG0001","POLYGON ((-73.96040448349862 40.74197431043636, -73.96040561950105 40.74197333017465, -73.96041561371958 40.74196469864768, -73.96042728478369 40.74195546435623, -73.96043947181602 40.74194662736447, -73.96044412543769 40.74194353572102, -73.96045215468074 40.741938202073385, -73.96046530613603 40.74193020648365, -73.96048215026107 40.741922384156375, -73.96049936112819 40.74191503742015, -73.96051691505141 40.74190817797325, -73.96053478716318 40.74190181391165, -73.96055295377916 40.74189595423216, -73.96057139121515 40.741890607931495, -73.96059007105328 40.741885780402924, -73.96059819293302 40.74188393263976, -73.96060897079336 40.74188148064373, -73.96062806201863 40.74187771224602, -73.96064731986206 40.74187448240533, -73.96066671827488 40.741871794714754, -73.96068232743833 40.74187008007603, -73.96068622884087 40.741869651865954, -73.96070582669465 40.74186805835297, -73.9607254846046 40.741867015967486, -73.96074517415568 40.74186652560023, -73.96076487048455 40.741866588143345, -73.96078454517624 40.741867204487555, -73.96080417100174 40.74186837192212, -73.9608237219149 40.74187008953771, -73.9608431706856 40.74187235642454, -73.96086249127043 40.741875167170875, -73.96089220139417 40.74188153034079, -73.96093979182302 40.74189172222119, -73.96100148718037 40.74190530026303, -73.96100152269446 40.74190530837965, -73.96101695482481 40.74190870401338, -73.96102236717988 40.74190992693284, -73.96104633922629 40.74191534528991, -73.96109397317447 40.741926110744295, -73.96117083977065 40.74194394061081, -73.96124754514396 40.74196219180906, -73.96124779618184 40.74196416220303, -73.96126617615907 40.74210849895855, -73.96123047165167 40.74209574657102, -73.96119447916928 40.74208348395116, -73.9611582105484 40.74207171560534, -73.96112167880928 40.74206044604015, -73.96108489697215 40.7420496797623, -73.96105935709286 40.74204260124872, -73.96104787805845 40.742039419477464, -73.96103338264446 40.74203562524023, -73.96101593843154 40.74203105826854, -73.96101063627171 40.7420296705933, -73.96097318345038 40.7420204340141, -73.96093553498145 40.74201171604841, -73.96089770388713 40.74200351760093, -73.96085970318819 40.74199584227802, -73.96082154708965 40.74198869278589, -73.9607861573122 40.741982575303574, -73.96078324979615 40.741982072731126, -73.96076629826338 40.74197931140606, -73.96074921144363 40.74197708763505, -73.96073201893232 40.741975406831294, -73.96071474914366 40.74197426990486, -73.96069743522602 40.74197368046911, -73.96068010440955 40.74197363943377, -73.96066278866135 40.74197414590931, -73.96064551876455 40.74197519900568, -73.96062832313379 40.74197679873269, -73.96061123373886 40.74197893969819, -73.96059428017946 40.74198162011143, -73.96057749087346 40.74198483457905, -73.9605608966067 40.74198857770869, -73.96054452579827 40.7419928423061, -73.96052840805103 40.74199762117741, -73.96051256941674 40.74200290622719, -73.9604970394995 40.74200868846054, -73.96048184553653 40.742014957080926, -73.9604670135813 40.74202170129129, -73.96045256968759 40.74202890939416, -73.96043853754158 40.74203656969118, -73.96042494438335 40.742044666883295, -73.9604118139 40.74205318747115, -73.9603991662275 40.7420621170537, -73.96031955168411 40.7421119399217, -73.96032288847563 40.74209937539564, -73.96032694149069 40.74208693448566, -73.96033170242782 40.74207463970144, -73.96033665083445 40.7420636534184, -73.96033716298442 40.74206251535383, -73.96034331012358 40.74205058305034, -73.96035013554294 40.742038867101684, -73.96035762383771 40.74202738911469, -73.96036576197125 40.74201617069685, -73.96037453453894 40.74200523345491, -73.96038392376936 40.74199459719378, -73.96039391307399 40.74198428351976, -73.96040448349862 40.74197431043636))"
"2020-05-12T14:42:05.000","2020-06-22T00:00:00.000","4616193","Q","Completely Locked","1269943","2020-08-12T21:58:03.000","Q226","Q226-01","Q-01","Reopened","Q226-01-BLG0445","POLYGON ((-73.9346053225655 40.77164064640064, -73.93463180175203 40.771586432212985, -73.93470243578642 40.771606371586955, -73.93467595546406 40.77166058669053, -73.9346053225655 40.77164064640064))"
,,"1089494","M",,"1214800","2020-08-12T21:58:02.000","M010","M010-ZN26","M-13","Active","M010-ZN26-BLG0723","POLYGON ((-73.96151149302514 40.780996549482914, -73.96155833242481 40.78093213600575, -73.96167039738135 40.78097922095774, -73.96162356754095 40.781043622776636, -73.96151149302514 40.780996549482914))"
,,"1083817","M",,"215033","2020-08-12T21:58:02.000","M010","M010-ZN24&25","M-13","Active","M010-ZN24+25-BLG0692","POLYGON ((-73.96914341545434 40.780045306029855, -73.96897413856121 40.78000514141279, -73.96896852162631 40.78000380895841, -73.96899176097183 40.77994721596009, -73.96904413038763 40.779959641659396, -73.96909756587961 40.779972320661855, -73.9691096723401 40.779942839670284, -73.96914752326717 40.779951820611586, -73.96913611654749 40.779979598945175, -73.96920545765062 40.77999605165791, -73.96918516324564 40.78004547839081, -73.96918152111371 40.780054347361705, -73.96916972813958 40.78005154904897, -73.96914341545434 40.780045306029855))"
,,"2118309","X",,"1115264","2020-08-12T21:58:02.000","X040","X040","X-07","Active","X040-BLG0854","POLYGON ((-73.89453840451222 40.86514906375055, -73.89467665187252 40.86497101368206, -73.8947021791896 40.86488853409024, -73.89482080029325 40.86491401088302, -73.89481577050306 40.8649278297194, -73.89483166441346 40.86493116341301, -73.89483018239824 40.86493523677929, -73.89480300219778 40.865009918449715, -73.89465953164579 40.86514878718528, -73.89464814273451 40.86514244454212, -73.8946447775106 40.865145502234746, -73.8946058760612 40.86518085416158, -73.89453840451222 40.86514906375055))"
,,"1046409","M",,"401212","2020-08-12T21:58:02.000","M045","M045","M-08","Active","M045-BLG1608","POLYGON ((-73.94903699535348 40.769212992799496, -73.94900554183879 40.76919976759458, -73.9490029167115 40.7692033756511, -73.94896101265253 40.76918575675349, -73.94896363778207 40.76918214779743, -73.94895024956503 40.769176518221364, -73.94894818810857 40.769175651924016, -73.94894647832001 40.76917493256455, -73.94894480050111 40.769174226726754, -73.94894336067856 40.76917362185084, -73.94894168877987 40.769172918717146, -73.94894019567455 40.76917229130497, -73.9489339959146 40.76916968430094, -73.94895853031898 40.769135956004085, -73.9489643831462 40.769138416971536, -73.94906402040336 40.7690014431355, -73.9490581687682 40.76899898307408, -73.94908321763506 40.768964548081954, -73.94909017991802 40.76896747509379, -73.94909073524296 40.76896770856956, -73.9490913260895 40.76896795736963, -73.94909190628019 40.76896820076198, -73.9490925634341 40.76896847750695, -73.94909317322619 40.76896873351941, -73.94909379485863 40.76896899494011, -73.9491148936577 40.768977867016815, -73.94911788277693 40.768973757537864, -73.94916044981856 40.76899165582765, -73.9491574607012 40.76899576530769, -73.9491880308393 40.76900861817402, -73.94916298201007 40.76904305318863, -73.94915396418266 40.769039260790684, -73.9490543258695 40.769176234703224, -73.9490615309068 40.76917926358091, -73.94903699535348 40.769212992799496))"
,,"1079268","M",,"292609","2020-08-12T21:58:02.000","M015","M015","M-01","Active","M015-BLG1541","POLYGON ((-73.99965747457524 40.7158099736907, -73.99966142038798 40.7158036269063, -73.99966166892199 40.71580371605757, -73.99972125082282 40.715825160067226, -74.00001551335596 40.71593106670871, -73.99997074745166 40.71600307780571, -73.99996738985696 40.71600847906497, -73.99996220849073 40.71600661410677, -73.99973092315332 40.715923374237086, -73.99961329656973 40.715881039115885, -73.99965747457524 40.7158099736907))"
,,"1064328","M",,"681539","2020-08-12T21:58:02.000","M028","M028-ZN04","M-12","Active","M028-BLG1449","POLYGON ((-73.93125998632219 40.86858491483846, -73.93110392769262 40.86854020884084, -73.93121376974325 40.86831924213637, -73.93139279096741 40.868370526207414, -73.93138487554583 40.86838644845043, -73.93128714073934 40.86858306249671, -73.93126417763708 40.86857648425569, -73.93126094202728 40.868582992863765, -73.93125998632219 40.86858491483846))"
,,"3347246","B",,"234993","2020-08-12T21:58:02.000","B073","B073-ZN14","B-19","Active","B073-ZN14-BLG1239","POLYGON ((-73.97162122326334 40.66570341454071, -73.97155571780411 40.66568027401369, -73.9715544680945 40.66568232688105, -73.97155309294202 40.665684582333405, -73.97148769157901 40.665661477813984, -73.97146160483018 40.66565226176886, -73.97146422969692 40.665647953451256, -73.97141935889954 40.66563210223658, -73.97139731016303 40.665624312696735, -73.97140575400627 40.665610452253446, -73.97144103585735 40.665552544334645, -73.97143220194592 40.6655494236545, -73.97147319618443 40.66548214007124, -73.97148155475385 40.66548509223393, -73.9715242696146 40.66541498323943, -73.97154564667946 40.665422534852794, -73.97161171235157 40.665445874538584, -73.97166910260405 40.66546614849482, -73.97172675539029 40.665486515240005, -73.97174865749888 40.6654942524509, -73.97170594282284 40.66556436242861, -73.97171312134857 40.66556689824585, -73.97167212848261 40.66563418191426, -73.97166494876853 40.66563164609418, -73.97164863396408 40.665658423418556, -73.97162218421252 40.665701837073804, -73.97162122326334 40.66570341454071))"
"2020-05-12T14:41:56.000","2020-06-22T00:00:00.000","3211312","B","Completely Locked","300546","2020-08-12T21:58:02.000","B208","B208","B-15","Reopened","B208-BLG1169","POLYGON ((-73.94473925168289 40.61452666601654, -73.94481367469334 40.614518793394055, -73.94482837572052 40.61459949705065, -73.94475395262178 40.614607369682574, -73.94473925168289 40.61452666601654))"
"2020-05-12T14:41:55.000","2020-06-22T00:00:00.000","3189627","B","Completely Locked","1283788","2020-08-12T21:58:02.000","B268","B268","B-13","Reopened","B268-BLG1160","POLYGON ((-73.99595757134018 40.57168511660639, -73.99595944208227 40.5717415849714, -73.99588398305049 40.57174479896654, -73.99588117472467 40.571687973058395, -73.99595757134018 40.57168511660639))"
"2020-05-12T14:41:54.000","2020-06-22T00:00:00.000","3379537","B",,"947776","2020-08-12T21:58:01.000","B359","B359","B-03","Reopened","B359-BLG1049","POLYGON ((-73.93576160556994 40.692715631391934, -73.93583132316431 40.692706409408714, -73.93584392790014 40.69276161429079, -73.93577420906672 40.692770836280935, -73.93576160556994 40.692715631391934))"
"2020-05-12T14:41:53.000","2020-06-22T00:00:00.000","3379497","B","Completely Locked","976420","2020-08-12T21:58:01.000","B347","B347","B-03","Reopened","B347-BLG1046","POLYGON ((-73.92048041675451 40.68040935077337, -73.92052780655696 40.68040298085519, -73.92054308761765 40.680468865857215, -73.92049569658596 40.68047523668135, -73.92048041675451 40.68040935077337))"
"2020-05-12T14:41:52.000","2020-06-22T00:00:00.000","3379640","B","Completely Locked","955911","2020-08-12T21:58:01.000","B266","B266","B-03","Reopened","B266-BLG1042","POLYGON ((-73.95778797145053 40.69165955769203, -73.9578617920129 40.6916511037127, -73.95787273237393 40.69170644875318, -73.95779891175161 40.69171490273946, -73.95778797145053 40.69165955769203))"
"2020-05-12T14:41:51.000","2020-06-22T00:00:00.000","3051541","B","Completely Locked","70069","2020-08-12T21:58:01.000","B216","B216","B-03","Reopened","B216-BLG1041","POLYGON ((-73.93931810511906 40.68656402069772, -73.93942167097887 40.68655271258098, -73.93943235030272 40.68660938213441, -73.93932878317285 40.686620691160556, -73.93931810511906 40.68656402069772))"
"2020-05-12T14:41:50.000","2020-06-22T00:00:00.000","3000164","B","Completely Locked","1157383","2020-08-12T21:58:01.000","B223JB","B223Jb","B-02","Reopened","B223JB-BLG1009","POLYGON ((-73.98542461936317 40.700796532389084, -73.98542826170358 40.70072994539022, -73.98543036192179 40.700730012293974, -73.98551575384342 40.70073271740348, -73.985512110407 40.70079930440496, -73.98542650187058 40.70079659206126, -73.98542461936317 40.700796532389084))"
,,"3000000","B",,,"2020-08-12T21:58:01.000","B058","B058-ZN01","B-01","Active","B058-ZN01-BLG0983","POLYGON ((-73.95013979089187 40.72072772362427, -73.95014625865696 40.720785389667974, -73.95000022685639 40.72079771195381, -73.94999181449407 40.72074016842718, -73.95013979089187 40.72072772362427))"
"2020-05-12T14:41:47.000","2020-06-21T00:00:00.000","2014756","X",,"557293","2020-08-12T21:58:01.000","X013","X013-01","X-05","Reopened","X013-BLG0855","POLYGON ((-73.90482028153122 40.86365422642346, -73.90487917860156 40.86360542250693, -73.9050151600362 40.8637000076405, -73.90495626298309 40.8637488107251, -73.90482028153122 40.86365422642346))"
,,"2118204","X",,"705388","2020-08-12T21:58:00.000","X044","X044","X-07","Active","X044-BLG0847","POLYGON ((-73.89839611908111 40.86554062729299, -73.89845256728955 40.86546612183039, -73.89841778969061 40.865450935974806, -73.89849216476794 40.865352768792576, -73.89852895983151 40.86536883617874, -73.89858585226341 40.865293743920155, -73.8986629902044 40.86532742607736, -73.89860609901838 40.86540251747406, -73.89861239571125 40.86540526679955, -73.89853802075123 40.86550343495885, -73.89853015225015 40.86549999807389, -73.89847370409987 40.86557450357406, -73.89839611908111 40.86554062729299))"
,"2020-06-23T11:45:22.000","4541927","Q",,"42353","2020-08-12T21:58:00.000","Q333","Q333","Q-01","Reopened","Q333-BLG0573","POLYGON ((-73.93558591837999 40.762178963130445, -73.93562371840237 40.76213727468612, -73.93568693032935 40.762170411640554, -73.93564913032776 40.76221210010542, -73.93558591837999 40.762178963130445))"
"2020-05-12T14:41:44.000","2020-06-22T00:00:00.000","4518850","Q","Completely Locked","974983","2020-08-12T21:58:00.000","Q429","Q429","Q-01","Reopened","Q429-BLG0568","POLYGON ((-73.94126662377793 40.761378632989626, -73.94128670087238 40.76134692114508, -73.94136388925158 40.76137517687167, -73.94134178657058 40.76141008719129, -73.94127719986251 40.76138644395562, -73.94126459816034 40.76138183145004, -73.94126662377793 40.761378632989626))"
"2020-05-12T14:41:43.000","2020-06-22T00:00:00.000","4544657","Q","Completely Locked","424014","2020-08-12T21:58:00.000","Q332","Q332","Q-01","Reopened","Q332-BLG0523","POLYGON ((-73.90250264521273 40.77751163741962, -73.90255346476276 40.77746843915921, -73.90261006051833 40.77750691326405, -73.90255923979112 40.77755011154817, -73.90250264521273 40.77751163741962))"
"2020-05-12T14:41:42.000","2020-06-22T00:00:00.000","4000457","Q",,"1195420","2020-08-12T21:58:00.000","Q141","Q141","Q-02","Reopened","Q141-BLG0501","POLYGON ((-73.94898673833721 40.74719802475296, -73.9489874026368 40.74719796651423, -73.94898037669877 40.74721774482812, -73.94895205100745 40.747297482931835, -73.94893410068923 40.747299045458135, -73.94888534032987 40.74730329132964, -73.94887472336409 40.74730421594021, -73.94890806556533 40.74720496700593, -73.94892192350329 40.747203743960945, -73.94898673833721 40.74719802475296))"
"2020-05-12T14:41:40.000","2020-06-22T00:00:00.000","3337306","B","Completely Locked","603613","2020-08-12T21:57:59.000","B235","B235","B-15","Reopened","B235-BLG1180","POLYGON ((-73.93951719553192 40.5981354520271, -73.93959120670252 40.5981271341053, -73.9396017675745 40.59818173204073, -73.93952775634475 40.598190049969304, -73.93951719553192 40.5981354520271))"
"2020-05-12T14:41:39.000","2020-06-22T00:00:00.000","3386003","B","Completely Locked","967116","2020-08-12T21:57:59.000","B306","B306","B-15","Reopened","B306-BLG1178","POLYGON ((-73.93843231654512 40.59057759607243, -73.93850339366381 40.59056904494241, -73.93851367819492 40.590618727814565, -73.9385144732053 40.59062256627033, -73.93844339603102 40.59063111740711, -73.93843231654512 40.59057759607243))"
"2020-05-12T14:41:38.000","2020-06-22T00:00:00.000","3199505","B","Completely Locked","214316","2020-08-12T21:57:59.000","B197","B197","B-15","Reopened","B197-BLG1177","POLYGON ((-73.95732717106449 40.59704298336529, -73.95744125437886 40.597030344511595, -73.95745380725195 40.59709618006597, -73.9573397226466 40.597108818031096, -73.95732717106449 40.59704298336529))"
"2020-05-12T14:41:37.000","2020-06-23T00:00:00.000","3425822","B","Completely Locked","1283785","2020-08-12T21:57:59.000","B251","B251-04","B-15","Reopened","B251-04-BLG1175","POLYGON ((-73.94619550532072 40.57697407483907, -73.946245468849 40.577015496235155, -73.94618880050416 40.577054782998886, -73.94614000811052 40.577012468807105, -73.94619550532072 40.57697407483907))"
