"approx_date_closed","approx_date_reopened","bin","borough","closuretype","doittid","editdate","gispropnum","omppropid","parkdistrict","status","system","polygon"
,,"1088311","M",,"255123","2020-08-12T21:57:21.000","M005","M005-ZN02","M-01","Active","M005-BLG0636","POLYGON ((-74.01501161299683 40.70157891225326, -74.01497123778395 40.701560734375356, -74.01494325004346 40.70154813354705, -74.01493646727613 40.70155686128843, -74.01488553886503 40.701533931847536, -74.01489202354517 40.701525588666264, -74.01489232281997 40.701525204108954, -74.01483760650642 40.70150056956719, -74.01484821715964 40.701486918239134, -74.01481166075368 40.701470458889624, -74.01480292636457 40.701466526577164, -74.01481163964179 40.70145532128679, -74.01482486096153 40.70143830801377, -74.01484693985412 40.70140990392199, -74.01486349930708 40.70138860107543, -74.01490564016312 40.70133438930953, -74.01488229011487 40.70132387705306, -74.01488427502207 40.701321323845036, -74.01491386762736 40.70128325447383, -74.01493697318618 40.701253529180164, -74.01495016013087 40.70123656452439, -74.01494217601349 40.701232970717435, -74.01499195229759 40.70116893514285, -74.01505624649847 40.70119788271258, -74.01510550927134 40.70113450633048, -74.01515655342186 40.7011574869892, -74.01508675800443 40.70124727720122, -74.01507728301699 40.70125946597157, -74.0150492160978 40.70124682915845, -74.01502177163606 40.70123447321694, -74.01501054003751 40.701248921595514, -74.01500346040216 40.70125803029649, -74.01504983270758 40.70127890801509, -74.01507253901876 40.70128913125763, -74.01507659280172 40.70128391586201, -74.01510847249313 40.70128244564826, -74.01513401291895 40.701288536957804, -74.01515380471156 40.70130301998894, -74.01516237935786 40.701322539257184, -74.01515832557925 40.70132775465581, -74.01519426782768 40.701343937519404, -74.01517199865762 40.70137258123932, -74.0152275208601 40.70139757842224, -74.01519584826345 40.701425354396186, -74.01517898369801 40.70144695179815, -74.01515367149806 40.70149258497341, -74.01514418403629 40.701512465022866, -74.01513386277846 40.7015340921742, -74.01513269895898 40.701536262561, -74.01513077345275 40.70153985405566, -74.01512675875227 40.70154527566508, -74.01512188255273 40.701550271445456, -74.01511988680868 40.701551987182825, -74.01511395972639 40.701556274398015, -74.01510737344046 40.70155996285899, -74.01510406659003 40.70156136629056, -74.01510023206318 40.701562994018744, -74.01509808235797 40.70156409832836, -74.0150865499498 40.7015670886396, -74.01507503745843 40.701569206350975, -74.01507154105605 40.70156958502387, -74.01506891431724 40.70156986992957, -74.01505708314698 40.70157028301185, -74.0150452765695 40.701569565046704, -74.01503773551029 40.70156849712453, -74.01502438242274 40.70156248524974, -74.01501161299683 40.70157891225326))"
"2020-05-12T14:36:02.000","2020-06-22T00:00:00.000","3406482","B","Completely Locked","1005426","2020-08-12T21:57:21.000","B352","B352","B-18","Reopened","B352-BLG5723","POLYGON ((-73.91751249560275 40.640772099211354, -73.91757823472567 40.640728079458526, -73.91768639607874 40.64082180909097, -73.91762065693477 40.64086582890512, -73.91751249560275 40.640772099211354))"
"2020-06-02T12:49:09.000","2020-06-22T00:00:00.000","3346314","B","Completely Locked","1091528","2020-08-12T21:57:21.000","B166D","B166D","B-18","Reopened","B166D-BLG5718","POLYGON ((-73.89871834368348 40.61872734932977, -73.89858183816881 40.61860111098946, -73.89867139450783 40.61854488127496, -73.89864397686105 40.61851952544306, -73.89873977756461 40.61845937310696, -73.89876206053232 40.61847998044869, -73.8988594437872 40.618418835231076, -73.89900006099944 40.618548876155465, -73.89890348323772 40.618609516106915, -73.89893103555411 40.618634996266934, -73.89883922943197 40.61869263982256, -73.89881269911139 40.61866810518702, -73.89871834368348 40.61872734932977))"
"2020-05-28T17:00:54.000","2020-06-22T00:00:00.000","3412907","B","Completely Locked","1034656","2020-08-12T21:57:21.000","B125","B125","B-13","Reopened","B125-BLG5701","POLYGON ((-73.99018486178839 40.58811840283235, -73.99029493305919 40.5880675785418, -73.99033867208 40.5881226312176, -73.99033995584806 40.5881242477649, -73.99022988333695 40.588175072098196, -73.99022869759503 40.58817357892974, -73.99018486178839 40.58811840283235))"
,,"1083969","M",,"639766","2020-08-12T21:57:21.000","M058","M058","M-11","Active","M058-BLG5683","POLYGON ((-73.94469660925341 40.80462633730255, -73.94476481447782 40.80453005806603, -73.94489376979566 40.8045828043579, -73.9448255658888 40.80467908367048, -73.94469660925341 40.80462633730255))"
,"2020-06-21T14:30:00.000","4592356","Q",,"995759","2020-08-12T21:57:20.000","Q095","Q095","Q-10","Reopened","Q095-BLG5613","POLYGON ((-73.84454771992014 40.670049708028166, -73.844646593002 40.67003683362011, -73.84464893293111 40.6700472503566, -73.84467137236325 40.670147164181685, -73.84457250030745 40.6701600377119, -73.84455050229873 40.67006209479481, -73.84454771992014 40.670049708028166))"
"2020-05-12T14:35:55.000","2020-06-22T00:00:00.000","3339270","B","Completely Locked","4046","2020-08-12T21:57:20.000","B272","B272","B-13","UnderConstruction","B272-BLG5610","POLYGON ((-73.98102161697749 40.59132382597546, -73.98109296671042 40.59131638320772, -73.98110278076017 40.59137106097934, -73.98103143096986 40.59137850375317, -73.98102161697749 40.59132382597546))"
"2020-05-12T14:35:54.000","2020-06-22T00:00:00.000","5154756","R",,"1065972","2020-08-12T21:57:20.000","R106","R106","R-03","Reopened","R106-BLG5565","POLYGON ((-74.20837020464901 40.53501470228161, -74.20843891178124 40.534943788704055, -74.20848536339116 40.534957346490565, -74.20857685791432 40.534991059147494, -74.20858217980738 40.53499406085134, -74.20851313040863 40.53506532724337, -74.20847523279096 40.535054559086795, -74.20843413090519 40.535031376625625, -74.20837020464901 40.53501470228161))"
"2020-05-12T14:35:53.000","2020-06-21T09:00:00.000","4545765","Q","Completely Locked","1104477","2020-08-12T21:57:20.000","Q360M","Q360M","Q-05","Reopened","Q360M-BLG5533","POLYGON ((-73.89538087590375 40.72483431151532, -73.89540151669411 40.72483195202184, -73.89541902428985 40.72483339523312, -73.89543152303362 40.72483911581693, -73.89544257047216 40.72484417230624, -73.89545150302796 40.7248595917416, -73.89544998283715 40.72487642809295, -73.8954448713205 40.72488804813206, -73.89543080773164 40.72489668385634, -73.89540828634267 40.724901897163285, -73.89538640068855 40.72489949813389, -73.89536828155036 40.724889490514, -73.89535768056508 40.72486997403745, -73.89535958430221 40.72485237260262, -73.89536835699549 40.7248414375802, -73.89538087590375 40.72483431151532))"
"2020-05-12T14:35:52.000","2020-06-21T00:00:00.000","2109610","X",,"943523","2020-08-12T21:57:20.000","X217","X217","X-01","Reopened","X217-BLG5454","POLYGON ((-73.92262887728384 40.8113612276755, -73.9226703242225 40.811304608763116, -73.9227164235043 40.811324089527844, -73.92274611351803 40.81133663535168, -73.92270466662387 40.81139325429102, -73.92266011322018 40.811374427419786, -73.92262887728384 40.8113612276755))"
,,"1089168","M",,"1042346","2020-08-12T21:57:19.000","M300","M300","M-12","Active","M300-BLG5435","POLYGON ((-73.92197928429385 40.85776682303518, -73.92208278886947 40.85776052471245, -73.92208783514221 40.85780832977431, -73.92198432930776 40.857814627200256, -73.92197928429385 40.85776682303518))"
"2020-05-12T14:35:50.000","2020-06-21T00:00:00.000","1052432","M","Completely Locked","1283737","2020-08-12T21:57:19.000","M230","M230","M-11","Reopened","M230-BLG1595","POLYGON ((-73.94312387546567 40.79301858890771, -73.94305422088948 40.792991812356036, -73.94309209446429 40.79293590278588, -73.94316005108038 40.792962678477586, -73.94312387546567 40.79301858890771))"
,,"3412921","B",,"1009266","2020-08-12T21:57:19.000","B169","B169","B-13","Active","B169-BLG5395","POLYGON ((-73.98303061800365 40.572518943140125, -73.98324178069889 40.57249458072816, -73.98324381645783 40.57250484520462, -73.98324594303824 40.57251555995662, -73.9832496679324 40.572519667792584, -73.98325012954 40.572520255001926, -73.98325322502883 40.57252418264102, -73.9832565918977 40.5725290711794, -73.9832597425665 40.57253429918391, -73.98326265460699 40.57253982702828, -73.98326530559056 40.57254561598665, -73.98326767899437 40.572551623732025, -73.98326975475315 40.57255780613577, -73.983271519887 40.572564119970835, -73.98327296023616 40.5725705184079, -73.98327406636432 40.57257695551883, -73.98327483001626 40.57258338537571, -73.98327524529908 40.57258975934931, -73.98327530986191 40.57259603331358, -73.98327502253522 40.57260216134172, -73.9832743856918 40.57260809930817, -73.98327340406658 40.572613803088096, -73.98327208593619 40.572619232158985, -73.98327043721518 40.572624347799156, -73.98326847444639 40.57262911218894, -73.983272941106 40.57265162685491, -73.98302535482725 40.572680191198465, -73.9830219922147 40.57266324012704, -73.98301802564502 40.5726574977959, -73.98301428236795 40.57265140069096, -73.98301078363237 40.572644981234255, -73.9830075483241 40.57263827725059, -73.98300459532886 40.572631326564874, -73.98300194235088 40.57262416880282, -73.98300137476109 40.572622391983806, -73.98299960237063 40.57261684358945, -73.98299759072943 40.57260939415224, -73.98299591804552 40.572601861016345, -73.98299459375527 40.57259428830894, -73.98299362611468 40.57258671745534, -73.98299301865507 40.57257919348234, -73.98299277608987 40.57257175691423, -73.9829928995889 40.572564450976415, -73.98299338914124 40.57255731799346, -73.98299424119405 40.572550396687475, -73.98299545219405 40.572543727581525, -73.982997012684 40.572537347595656, -73.98299419498872 40.57252314590547, -73.98303061800365 40.572518943140125))"
,,"2097176","X",,"62208","2020-08-12T21:57:19.000","X344","X344","X-04","Active","X344-BLG0001","POLYGON ((-73.93160855637647 40.82421338773871, -73.93162782048009 40.824212478855614, -73.93163995488062 40.824360960712205, -73.93165902584687 40.82459431570719, -73.93166439594347 40.82466002717032, -73.9314024734695 40.82467237864443, -73.93136664554014 40.82467406826794, -73.9313300720707 40.824226520760334, -73.93160855637647 40.82421338773871))"
,,"1088236","M",,"531604","2020-08-12T21:57:19.000","M107","M107-ZN06","M-11R","Active","M107-01-BLG-0001","POLYGON ((-73.9262036723579 40.78367200834228, -73.92620864088123 40.783667845802526, -73.92628115929091 40.783717860157104, -73.92623039258501 40.783760388987204, -73.92615787416712 40.78371037460104, -73.92618214761848 40.783690039712035, -73.9262036723579 40.78367200834228))"
"2020-05-12T14:35:45.000","2020-06-20T00:00:00.000","3425818","B","Completely Locked","1283736","2020-08-12T21:57:18.000","B164","B164","B-11","Reopened","B164-BLG0001","POLYGON ((-74.01163999198087 40.60227527054984, -74.01160053294637 40.602310419214604, -74.01159774622025 40.60231271222504, -74.01159449982907 40.60231461985835, -74.01159088237542 40.60231609077581, -74.01158699427826 40.60231708264268, -74.01158294304814 40.60231756843244, -74.0115788432869 40.602317534625726, -74.01157480841752 40.60231698211162, -74.0115709495023 40.60231592618779, -74.0115673740618 40.60231439746122, -74.01156418134795 40.60231243644545, -74.01156145998172 40.602310098063406, -74.01155928677099 40.602307448045536, -74.01155772198427 40.60230456022863, -74.01155680698723 40.60230151385448, -74.01155656896853 40.602298393569406, -74.0115570150324 40.60229528762392, -74.01155813101543 40.602292280668486, -74.01155988739502 40.602289456454606, -74.01156223456235 40.602286894233174, -74.01160442976611 40.60225085288782, -74.01163999198087 40.60227527054984))"
,,"2124786","X",,"1190590","2020-08-12T21:57:18.000","X030","X030","X-04","Active","X030-BLG5388","POLYGON ((-73.92981228898316 40.828510935772854, -73.92973379832029 40.82840852687564, -73.92972717895015 40.82841145395436, -73.92970765576881 40.828385981452264, -73.92971336068922 40.828383459040175, -73.92961633811446 40.8282568712712, -73.92968870627102 40.82822486858957, -73.92978529563906 40.82835089232449, -73.9297799014703 40.82835327715358, -73.92979687816461 40.828375427066774, -73.92980248226586 40.82837294961369, -73.92988395161944 40.828479245012446, -73.92981228898316 40.828510935772854))"
,,"2127485","X",,"1269066","2020-08-12T21:57:18.000","X030","X030-ZN02","X-04","Active","X030-ZN02-BLG5387","POLYGON ((-73.92829162624717 40.82750314016567, -73.92839505817639 40.827421997756815, -73.92839915315007 40.82742500975519, -73.92842332262462 40.82744278613131, -73.92846291610029 40.82747190570698, -73.92836214466982 40.827555004804374, -73.92832031831973 40.827524242203474, -73.92829755134481 40.82750749774531, -73.92829162624717 40.82750314016567))"
,,"2125611","X",,"1253099","2020-08-12T21:57:18.000","X118","X118-ZN04","X-09","Active","X118-ZN04-BLG0001","POLYGON ((-73.87823969415814 40.81917437608668, -73.87820454628074 40.81914602643186, -73.87811509292274 40.81916068205374, -73.8780870992421 40.81910739975327, -73.87809185211447 40.81905516513132, -73.87818806325784 40.81904745229662, -73.8782236820696 40.819031527705434, -73.87824124836841 40.819029778580145, -73.87823900570146 40.81898897287965, -73.8783642527213 40.81896371645121, -73.87842834255987 40.81896433064389, -73.87844193520718 40.81900692228638, -73.87850840551489 40.819049587663706, -73.87846652089392 40.8191078029952, -73.87846762298697 40.81913456153209, -73.87844282249569 40.819149324255825, -73.87827727026828 40.819168682294254, -73.87825918619505 40.819165757297704, -73.87823969415814 40.81917437608668))"
,,"2117747","X",,"1044565","2020-08-12T21:57:18.000","X307","X307","X-02","Active","X307-BLG0001","POLYGON ((-73.88854946053937 40.805876812835514, -73.88867649665322 40.80585807912933, -73.88867713362067 40.80586057322627, -73.88869300838002 40.80592272749135, -73.88863958389695 40.80593060569123, -73.88856597214892 40.80594146031505, -73.88854946053937 40.805876812835514))"
"2020-05-12T14:35:40.000","2020-06-21T00:00:00.000","1048494","M","Completely Locked","658714","2020-08-12T21:57:17.000","M236","M236","M-08","Reopened","M236-BLG1606","POLYGON ((-73.95093184313605 40.78546624963001, -73.95097020316885 40.78541387388658, -73.9510359437898 40.78544169130813, -73.95102714184507 40.785453708360755, -73.9509975826079 40.78549406707269, -73.9509787405085 40.785486094125105, -73.95093184313605 40.78546624963001))"
"2020-05-12T14:35:39.000",,"1085631","M","Completely Locked","1283734","2020-08-12T21:57:17.000","M108Q","M108Q","M-08","UnderConstruction","M108Q-BLG1604","POLYGON ((-73.95884388158053 40.759371452343615, -73.95891382011371 40.75939994316681, -73.95887913318244 40.75944917309658, -73.95880919342811 40.75942068225205, -73.95884388158053 40.759371452343615))"
,,"1089042","M",,"67610","2020-08-12T21:57:17.000","M081","M081-ZN02","M-08","Active","M081-ZN02-BLG1601","POLYGON ((-73.94384621406282 40.77572317738246, -73.94389652304403 40.77565496359129, -73.94395966712672 40.77568187612587, -73.94393964768804 40.77570902014758, -73.94390883520084 40.775750798385374, -73.94390590327538 40.77574954886137, -73.9438631630158 40.77573133248902, -73.94384569107336 40.77572388582323, -73.94384621406282 40.77572317738246))"
"2020-05-12T14:35:35.000","2020-06-21T00:00:00.000","1083463","M","Completely Locked","701377","2020-08-12T21:57:17.000","M215","M215","M-11","Reopened","M215-BLG1598","POLYGON ((-73.94717526677701 40.78717388534616, -73.94721568059933 40.78711676706527, -73.94728745769542 40.78714610672664, -73.9472470439176 40.78720322413191, -73.94717526677701 40.78717388534616))"
"2020-05-12T14:35:33.000","2020-06-21T00:00:00.000","1086937","M","Completely Locked","927296","2020-08-12T21:57:17.000","M239","M239","M-11","Reopened","M239-BLG1596","POLYGON ((-73.93528505296413 40.79753613075701, -73.93532017401823 40.79748947936793, -73.93538496225216 40.797517647316916, -73.93534984241359 40.7975642987262, -73.93528505296413 40.79753613075701))"
"2020-05-12T14:35:31.000",,"1085674","M","Completely Locked","134049","2020-08-12T21:57:16.000","M193","M193","M-11","UnderConstruction","M193-BLG1593","POLYGON ((-73.93704880884789 40.81228271230901, -73.93708096139828 40.81223748975996, -73.93714625078024 40.81226428636031, -73.93711409826126 40.812309508927385, -73.93704880884789 40.81228271230901))"
,,"1088375","M",,"549168","2020-08-12T21:57:16.000","M088","M088","M-03","Active","M088-BLG1524","POLYGON ((-73.98155202882756 40.72690483354378, -73.98154453570677 40.72690176701071, -73.98154172806784 40.72690573600389, -73.9814853160498 40.72688264690379, -73.98149274901704 40.72687213555783, -73.98134307386398 40.726810875896945, -73.9813362886165 40.726820471520774, -73.98127780196704 40.726796533703, -73.98128142787414 40.72679140589426, -73.98127283407113 40.726787888910096, -73.98125887041648 40.726807635699096, -73.98119576675526 40.726781808720915, -73.98118487362 40.72679721374842, -73.98111931057035 40.726770379557394, -73.98113482669966 40.72674843849927, -73.98118859678718 40.726770445828755, -73.98122712474172 40.72671596592407, -73.9813106127337 40.72675013670942, -73.98132040693056 40.726736286670565, -73.98132051700125 40.726736331713866, -73.98137889354244 40.72676022446686, -73.98137081993931 40.726771640713444, -73.98152049502977 40.72683290033859, -73.98152693684595 40.72682379182418, -73.98158335001258 40.72684688000371, -73.98157365413898 40.726860591402136, -73.98166024105251 40.726896030345614, -73.98161554862452 40.72695922993787, -73.98153645359125 40.72692685839543, -73.98155202882756 40.72690483354378))"
"2020-05-12T14:35:30.000",,"1088001","M","Completely Locked","765077","2020-08-12T21:57:16.000","M165","M165","M-03","UnderConstruction","M165-BLG1525","POLYGON ((-73.97698379051084 40.71720258082206, -73.97695776392086 40.71725321580055, -73.97685552992152 40.7172227949735, -73.97688155657754 40.7171721591174, -73.97698379051084 40.71720258082206))"
"2020-05-12T14:35:25.000","2020-06-21T00:00:00.000","1086953","M","Completely Locked","1238848","2020-08-12T21:57:16.000","M229","M229","M-07","Reopened","M229-BLG1514","POLYGON ((-73.96844162228496 40.79575460683212, -73.96847788716158 40.79570363495746, -73.9685420534087 40.7957300020132, -73.96850578856686 40.795780973907824, -73.96844162228496 40.79575460683212))"
"2020-05-12T14:35:24.000","2020-06-21T00:00:00.000","1085638","M",,"350184","2020-08-12T21:57:16.000","M220","M220","M-07","Reopened","M220-BLG1513","POLYGON ((-73.96761916180547 40.79701172669346, -73.96765931365363 40.79695538739898, -73.9677228220666 40.79698152689432, -73.96772868446907 40.796992714542505, -73.96769336814259 40.79704226905085, -73.96761916180547 40.79701172669346))"
"2020-05-12T14:35:23.000","2020-06-21T00:00:00.000","1089016","M",,"727203","2020-08-12T21:57:15.000","M219","M219","M-07","Reopened","M219-BLG1512","POLYGON ((-73.97866249977947 40.78191568164107, -73.97869620498409 40.78186727060013, -73.97875931500384 40.781892658388585, -73.9787256098322 40.781941069447775, -73.97866249977947 40.78191568164107))"
"2020-05-12T14:35:22.000","2020-06-21T00:00:00.000","1059815","M",,"669939","2020-08-12T21:57:15.000","M223","M223","M-09","Reopened","M223-BLG1508","POLYGON ((-73.95206329574943 40.82036252566828, -73.95209476228698 40.82031964540352, -73.95211099790544 40.82032652113365, -73.95215585235897 40.82034551681349, -73.95212055457313 40.82039361748211, -73.9521113175258 40.82038970549216, -73.95206968505912 40.82037207358541, -73.95205946565673 40.82036774515367, -73.95206329574943 40.82036252566828))"
"2020-05-12T14:35:21.000","2020-06-21T00:00:00.000","1088260","M","Completely Locked","1108328","2020-08-12T21:57:15.000","M018","M018","M-09","Reopened","M018-BLG1507","POLYGON ((-73.94425839530022 40.82916000095132, -73.9442931784073 40.82911028431652, -73.94435571325793 40.829135528369, -73.94432093137134 40.82918524322208, -73.94425839530022 40.82916000095132))"
"2020-05-12T14:35:20.000","2020-06-21T00:00:00.000","1089152","M","Completely Locked","1160908","2020-08-12T21:57:15.000","M041","M041","M-09","Reopened","M041-BLG1505","POLYGON ((-73.95103324700791 40.822953854029194, -73.95111471965699 40.82290560130274, -73.95115992346959 40.82294964570486, -73.95107845079937 40.82299789846293, -73.95103324700791 40.822953854029194))"
"2020-05-12T14:35:19.000",,"1086963","M","Completely Locked","1197863","2020-08-12T21:57:15.000","M190","M190","M-09","COVID-19 Closure","M190-BLG1498","POLYGON ((-73.95597475615924 40.81534345352377, -73.95601208773115 40.81529266352929, -73.956074949714 40.81531933230225, -73.9560376193598 40.81537012321784, -73.95597475615924 40.81534345352377))"
,,"1089878","M",,"1273005","2020-08-12T21:57:15.000","M071","M071-ZN20","M-14","Active","M071-ZN20-BLG1484","POLYGON ((-73.9721295947472 40.80229145208349, -73.97179172436317 40.802759106113065, -73.97173386894092 40.802734969378946, -73.97207173960886 40.802267315517156, -73.9721295947472 40.80229145208349))"
,,"1089018","M",,"457611","2020-08-12T21:57:14.000","M071","M071-ZN02","M-14","Active","M071-ZN02-BLG1481","POLYGON ((-73.98634961960191 40.783756139280044, -73.98642873243956 40.78364278809579, -73.98650975951695 40.78367546149916, -73.9864213773009 40.78380209584415, -73.98635119282535 40.78377379469802, -73.98634034892814 40.78376942237914, -73.98634961960191 40.783756139280044))"
"2020-05-12T14:35:16.000","2020-06-21T00:00:00.000","1087018","M","Completely Locked","967938","2020-08-12T21:57:14.000","M234","M234","M-12A","Reopened","M234-BLG1470","POLYGON ((-73.94154836343552 40.831695004824425, -73.94158365066583 40.83164610693104, -73.94164803497532 40.83167291213346, -73.94161274777808 40.83172181004638, -73.94154836343552 40.831695004824425))"
"2020-05-12T14:35:15.000","2020-06-21T00:00:00.000","1075615","M","Completely Locked","776803","2020-08-12T21:57:14.000","M199","M199","M-12A","Reopened","M199-BLG1469","POLYGON ((-73.92088308998963 40.86259316181822, -73.92088934121202 40.862592806808955, -73.92089560363561 40.86259300650891, -73.92090179305004 40.86259375815889, -73.92090782643963 40.86259505179658, -73.9209136196121 40.86259686935455, -73.92091909431446 40.86259918556541, -73.92092417704328 40.86260197066268, -73.92092879905144 40.86260518497777, -73.92093289633817 40.862608787044294, -73.92093641440366 40.86261272549707, -73.92093930467931 40.86261694807439, -73.92094152809088 40.86262139801871, -73.92094305387327 40.86262601317514, -73.92094386312145 40.862630732297454, -73.92094394286502 40.86263549054148, -73.92094264829367 40.862640920509925, -73.92094051651155 40.86264619592093, -73.92093757725878 40.86265124295457, -73.92093387213389 40.862655990500585, -73.9209294534058 40.86266037105811, -73.92092438163785 40.86266432433555, -73.92091873043627 40.86266779365248, -73.92091257695509 40.86267073133578, -73.92090387635803 40.86267312067518, -73.9208977311841 40.862674059275484, -73.92089148347281 40.86267444760573, -73.92088521981364 40.86267428302382, -73.92087902323561 40.86267356468618, -73.92087297912485 40.86267230435778, -73.92086716811663 40.86267051920324, -73.92086167083983 40.862668231790096, -73.9208565619809 40.86266547458741, -73.92085191028934 40.86266228546285, -73.92084777857855 40.86265870678256, -73.920844223724 40.86265478721218, -73.92084129310679 40.86265057991315, -73.92083902698488 40.86264614344498, -73.92083745731458 40.86264153546099, -73.92083660418244 40.86263682081028, -73.92083647937325 40.862632063435726, -73.92083708399801 40.86262732637241, -73.92083841204773 40.86262267535202, -73.92084044209723 40.86261817339403, -73.92084314916522 40.862613881714694, -73.92084649641468 40.8626098570195, -73.92085043633261 40.86260615690722, -73.92085491785944 40.86260282906869, -73.92085987807671 40.86259991938569, -73.92086525051414 40.86259746833459, -73.92087096278053 40.862595508283476, -73.9208769365607 40.86259406619309, -73.92088308998963 40.86259316181822))"
"2020-05-12T14:35:14.000",,"1087024","M","Completely Locked","954542","2020-08-12T21:57:14.000","M240","M240","M-12A","UnderConstruction","M240-BLG1466","POLYGON ((-73.93791007108241 40.841627362784656, -73.93791048542434 40.8416268056024, -73.93791191129259 40.841627418705315, -73.9379759449978 40.84165496862609, -73.93793827684179 40.8417054624311, -73.93787281842033 40.84167729938696, -73.93791007108241 40.841627362784656))"
"2020-05-12T14:35:13.000","2020-06-21T00:00:00.000","1063348","M","Completely Locked","442124","2020-08-12T21:57:14.000","M028","M028-02","M-12","Reopened","M028-02-BLG1465","POLYGON ((-73.94595633443359 40.838914353015674, -73.94599098604431 40.83886191099375, -73.94601341941274 40.83887046087679, -73.94605912537406 40.838887880697406, -73.94602447380352 40.83894032273956, -73.94598079708467 40.838923676479254, -73.94595633443359 40.838914353015674))"
"2020-05-12T14:35:12.000","2020-06-22T00:00:00.000","1064350","M",,"227141","2020-08-12T21:57:14.000","M009","M009","M-12","Reopened","M009-BLG1447","POLYGON ((-73.93789762726341 40.853222236381356, -73.93790915473852 40.85318400501982, -73.93799578681413 40.853199065506864, -73.93798425938711 40.85323729597649, -73.93789762726341 40.853222236381356))"
,,"2124098","X",,"293015","2020-08-12T21:57:13.000","X039","X039_temp2","X-15","Active","X039-ZN02-BLG1405","POLYGON ((-73.82470834101953 40.85181808893791, -73.82468495353216 40.851781180003044, -73.82465707418433 40.85179136543354, -73.82459062379877 40.85168649833281, -73.82461574794574 40.85167731908301, -73.82459386515372 40.85164278521582, -73.82471726355904 40.85159770137842, -73.82482898569056 40.85177401115104, -73.82470834101953 40.85181808893791))"
"2020-05-12T14:35:09.000","2020-06-21T00:00:00.000","2124095","X",,"560992","2020-08-12T21:57:13.000","X039","X039-ZN01","X-15","Reopened","X039-ZN01-BLG1402","POLYGON ((-73.82520716184528 40.84846130285857, -73.82529854247043 40.848417717813625, -73.8253094308485 40.84843088151123, -73.8253389586932 40.848466580370996, -73.82524757802979 40.84851016454707, -73.82521244230553 40.848467687255535, -73.82520716184528 40.84846130285857))"
"2020-05-12T14:35:09.000",,,"R",,,"2020-08-12T21:57:13.000","R089","R089","R-03","UnderConstruction","R089-BLG1369","POLYGON ((-74.13617365139574 40.55208222703595, -74.13609102947504 40.5521239248334, -74.13599198982057 40.55203790942503, -74.13610898751152 40.55196915064039, -74.13614298190898 40.551996526898215, -74.13610299947467 40.55201955034326, -74.13617365139574 40.55208222703595))"
"2020-05-12T14:35:07.000",,"5154336","R","Completely Locked","687682","2020-08-12T21:57:13.000","R085","R085","R-03","UnderConstruction","R085-BLG1341","POLYGON ((-74.18577043763814 40.522469441867614, -74.18584092677432 40.52243873405277, -74.1858810012627 40.522492302950916, -74.18581051208847 40.52252301079025, -74.18577043763814 40.522469441867614))"
"2020-05-12T14:35:06.000","2020-06-22T00:00:00.000","5144600","R",,"931292","2020-08-12T21:57:12.000","R087","R087","R-02","Reopened","R087-BLG1332","POLYGON ((-74.0897761592726 40.582812561616464, -74.08982206331028 40.58276086896762, -74.08988933346583 40.58279559190117, -74.08984342945756 40.58284728547727, -74.0897761592726 40.582812561616464))"
"2020-05-12T14:35:05.000","2020-06-23T00:00:00.000","5170729","R","Completely Locked","1155413","2020-08-12T21:57:12.000","R067","R067","R-02","Reopened","R067-BLG1313","POLYGON ((-74.10073646159479 40.58592019884149, -74.10079315416748 40.58588098262899, -74.10084239690926 40.585922359026426, -74.10078570432901 40.585961574362564, -74.10073646159479 40.58592019884149))"
"2020-05-12T14:35:04.000","2020-06-22T00:00:00.000","5168856","R","Completely Locked","1191797","2020-08-12T21:57:12.000","R063","R063","R-02","Reopened","R063-BLG1304","POLYGON ((-74.08144435936386 40.59547024122262, -74.08151060929809 40.59544618180275, -74.08154229870709 40.595496883083115, -74.0814760475537 40.59552094342252, -74.08144435936386 40.59547024122262))"
"2020-05-12T14:35:03.000","2020-06-22T00:00:00.000","5151982","R",,"1005691","2020-08-12T21:57:12.000","R114","R114_temp","RR-03","Reopened","R114-BLG1300","POLYGON ((-74.16335408225078 40.62035543660699, -74.16334552680003 40.62035384493413, -74.16335402527517 40.62032732689415, -74.16338121329966 40.620332386112274, -74.16339396214858 40.62029260184215, -74.16345491083345 40.62030394282199, -74.16345087742262 40.62031652884907, -74.16353542812064 40.620332261391056, -74.16356714400442 40.62023329032559, -74.1636381686039 40.62024650616667, -74.16358998032084 40.62039687907524, -74.16353414281406 40.62038648995207, -74.16352729928018 40.62040784295867, -74.16339271159657 40.620382799901876, -74.16339881274851 40.62036375959844, -74.16335408225078 40.62035543660699))"
"2020-05-12T14:35:02.000","2020-06-22T00:00:00.000","5003510","R",,"174812","2020-08-12T21:57:12.000","R015","R015","RR-08","Reopened","R015-BLG1299","POLYGON ((-74.10886383131371 40.643818240227674, -74.10881188622169 40.64378957094318, -74.10878765321272 40.6438150452338, -74.1087348266073 40.64378588866716, -74.10876016782836 40.64375924716767, -74.10870462801044 40.64372859378915, -74.10871864262353 40.64369557292296, -74.10869858706988 40.64357486922401, -74.10877285646431 40.6435677092147, -74.1087877770329 40.643657504747395, -74.10892912276219 40.64373551527388, -74.10903294981027 40.64372162273277, -74.10903878009296 40.6437792378039, -74.10889277681594 40.64378781040629, -74.10886383131371 40.643818240227674))"
